step,Episode_Reward/track_lin_vel_xy,Episode_Reward/track_ang_vel_z,Episode_Reward/alive,Episode_Reward/termination_penalty,Episode_Reward/flat_orientation_l2,Episode_Reward/base_height,Episode_Reward/action_rate_l1,Episode_Reward/dof_pos_limits,Episode_Reward/energy,Episode_Reward/joint_deviation_legs,Episode_Reward/joint_deviation_hip_knee,Episode_Reward/feet_air_time,Episode_Reward/feet_slide,Episode_Reward/base_linear_velocity,Episode_Reward/base_angular_velocity,Episode_Reward/joint_vel,Episode_Reward/joint_acc,Episode_Reward/feet_contact_number,Episode_Reward/feet_clearance,Episode_Reward/stand_still,Episode_Reward/undesired_contacts,Curriculum/lin_vel_cmd_levels,Curriculum/ang_vel_cmd_levels,Metrics/base_velocity/error_vel_xy,Metrics/base_velocity/error_vel_yaw,Episode_Termination/time_out,Episode_Termination/illegal_contact,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time,Train/mean_reward,Train/mean_episode_length,Train/mean_reward/time,Train/mean_episode_length/time
974,0.000000,0.000000,0.471069,-0.012500,-0.005531,-0.001548,-0.077470,-0.000524,-0.002456,-0.021999,0.000000,0.024968,-0.009618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.554735,1.164268,0.921824,0.078176,0.000036,0.006258,10.312857,0.000577,0.580758,205295.000000,1.716105,0.199264,6.264638,887.559998,6.264638,887.559998
975,0.000000,0.000000,0.500007,0.000000,-0.004259,-0.001309,-0.081645,-0.000287,-0.002595,-0.022105,0.000000,0.009430,-0.009796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.581015,1.206837,0.921875,0.078125,0.000077,0.002391,10.213322,0.000865,0.575515,206613.000000,1.709922,0.193226,6.264292,887.559998,6.264292,887.559998
976,0.000000,0.000000,0.500007,0.000000,-0.004784,-0.001224,-0.082282,-0.000340,-0.002616,-0.022798,0.000000,0.005965,-0.009639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.655178,1.139005,0.922099,0.077901,0.000186,0.002873,10.134872,0.000577,0.572861,206983.000000,1.710537,0.189212,6.258757,887.559998,6.258757,887.559998
977,0.000000,0.000000,0.500007,0.000000,-0.003735,-0.001195,-0.081980,-0.000205,-0.002462,-0.021070,0.000000,0.005993,-0.009196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.648378,1.107412,0.922323,0.077677,0.000034,0.006618,10.078913,0.000577,0.569393,206281.000000,1.714446,0.191760,6.388713,897.099976,6.388713,897.099976
978,0.000000,0.000000,0.500007,0.000000,-0.003894,-0.001341,-0.082244,-0.000253,-0.002520,-0.021475,0.000000,0.014342,-0.009709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.571999,1.206801,0.922414,0.077586,0.000096,-0.000123,10.021163,0.000010,0.568639,204750.000000,1.729937,0.190525,6.532068,906.380005,6.532068,906.380005
979,0.000000,0.000000,0.500007,0.000000,-0.005445,-0.001206,-0.083590,-0.000400,-0.002703,-0.023483,0.000000,0.003834,-0.010365,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.704263,1.177485,0.922831,0.077169,0.000122,-0.001346,10.015440,0.000010,0.568230,208397.000000,1.696311,0.190544,6.646489,915.929993,6.646489,915.929993
980,0.000000,0.000000,0.500007,0.000000,-0.003676,-0.001229,-0.081825,-0.000207,-0.002479,-0.021400,0.000000,0.006106,-0.009450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.576611,1.184302,0.922852,0.077148,0.000186,-0.000401,9.979931,0.000577,0.564031,209021.000000,1.698592,0.182633,7.030460,943.270020,7.030460,943.270020
981,0.000000,0.000000,0.500007,0.000000,-0.004080,-0.001218,-0.081697,-0.000146,-0.002496,-0.021772,0.000000,0.009550,-0.009936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.529731,1.186180,0.922852,0.077148,0.000169,-0.000458,9.901446,0.000010,0.563100,212184.000000,1.655592,0.197590,7.037980,943.270020,7.037980,943.270020
982,0.000000,0.000000,0.450037,-0.020833,-0.006746,-0.002009,-0.073948,-0.001153,-0.002310,-0.021044,0.000000,0.005976,-0.008972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.537853,1.120851,0.922516,0.077484,0.000226,-0.001195,9.896763,0.000010,0.562933,208275.000000,1.690322,0.197638,7.149749,952.650024,7.149749,952.650024
983,0.000000,0.000000,0.500007,0.000000,-0.004136,-0.001231,-0.081501,-0.000222,-0.002470,-0.021595,0.000000,0.012549,-0.009392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.553564,1.174919,0.922465,0.077535,0.000667,-0.000666,9.892349,0.000577,0.563092,204653.000000,1.732932,0.188445,7.508640,980.789978,7.508640,980.789978
984,0.000000,0.000000,0.479871,-0.008333,-0.004872,-0.001391,-0.078564,-0.000461,-0.002440,-0.021409,0.000000,0.011094,-0.010102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.575616,1.137936,0.922841,0.077159,0.001298,-0.001628,9.912329,0.000010,0.563930,198470.000000,1.783170,0.198063,7.536849,980.690002,7.536849,980.690002
985,0.000000,0.000000,0.467474,-0.013459,-0.005127,-0.001312,-0.076476,-0.000598,-0.002357,-0.020852,0.000000,0.005475,-0.009141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.552275,1.109967,0.922089,0.077911,0.000997,-0.001215,9.925606,0.000015,0.564810,199027.000000,1.789291,0.186397,6.997797,942.169983,6.997797,942.169983
986,0.000000,0.000000,0.477540,-0.009306,-0.005074,-0.001389,-0.078241,-0.000532,-0.002453,-0.021918,0.000000,0.010204,-0.009594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.599968,1.138214,0.922241,0.077759,0.001171,-0.000396,9.944334,0.000010,0.565496,196719.000000,1.814923,0.183944,7.279078,961.460022,7.279078,961.460022
987,0.000000,0.000000,0.480363,-0.008125,-0.004956,-0.001419,-0.078307,-0.000425,-0.002431,-0.021540,0.000000,0.010575,-0.009452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.602081,1.141836,0.922496,0.077504,0.002544,-0.001700,9.968801,0.000010,0.567036,195848.000000,1.822526,0.185233,7.408395,971.119995,7.408395,971.119995
988,0.000000,0.000000,0.475197,-0.010265,-0.005129,-0.001404,-0.077647,-0.000756,-0.002407,-0.021664,0.000000,0.009233,-0.009466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.588135,1.128190,0.923086,0.076914,0.003843,-0.001133,10.002130,0.000010,0.568529,197051.000000,1.814909,0.180588,7.010172,941.799988,7.010172,941.799988
989,0.000000,0.000000,0.462484,-0.015586,-0.005332,-0.001457,-0.075591,-0.000541,-0.002353,-0.020993,0.000000,0.012338,-0.009220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.573705,1.105910,0.921906,0.078094,0.004004,-0.000482,10.024513,0.000010,0.569063,198121.000000,1.815076,0.169645,6.810595,923.080017,6.810595,923.080017
990,0.000000,0.000000,0.481528,-0.007668,-0.004830,-0.001463,-0.078519,-0.000488,-0.002421,-0.021552,0.000000,0.012159,-0.009312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.603560,1.132392,0.920715,0.079285,0.004177,-0.000103,10.034687,0.000010,0.569506,195646.000000,1.823071,0.186759,7.167666,952.130005,7.167666,952.130005
991,0.000000,0.000000,0.473556,-0.010889,-0.004846,-0.001399,-0.077220,-0.000482,-0.002379,-0.021127,0.000000,0.008519,-0.009176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.587577,1.111694,0.920359,0.079641,0.006581,0.000387,10.046307,0.000010,0.570076,193978.000000,1.838700,0.188407,6.810008,922.539978,6.810008,922.539978
992,0.000000,0.000000,0.453876,-0.019238,-0.005627,-0.001523,-0.073991,-0.000580,-0.002307,-0.020564,0.000000,0.009800,-0.009016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.568567,1.077297,0.918335,0.081665,0.005410,-0.000116,10.057774,0.000010,0.570552,191343.000000,1.863250,0.191777,6.451315,893.859985,6.451315,893.859985
993,0.000000,0.000000,0.472169,-0.012249,-0.005148,-0.001490,-0.076941,-0.000553,-0.002381,-0.021292,0.000000,0.009054,-0.009307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.585117,1.113438,0.917501,0.082499,0.005270,0.001004,10.069002,0.000010,0.571094,192898.000000,1.848652,0.189806,7.057941,950.299988,7.057941,950.299988
994,0.000000,0.000000,0.475295,-0.010294,-0.005076,-0.001477,-0.077385,-0.000501,-0.002389,-0.021192,0.000000,0.008920,-0.009351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.589463,1.117441,0.918243,0.081757,0.005351,0.001093,10.080412,0.000010,0.571577,193466.000000,1.846240,0.186239,6.884726,933.130005,6.884726,933.130005
995,0.000000,0.000000,0.459583,-0.016747,-0.005309,-0.001553,-0.074936,-0.000705,-0.002309,-0.020906,0.000000,0.009951,-0.008940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.574324,1.081507,0.919342,0.080658,0.005282,0.000318,10.093103,0.000010,0.572254,194499.000000,1.837330,0.184347,6.323376,884.549988,6.323376,884.549988
996,0.000000,0.000000,0.453632,-0.019273,-0.005717,-0.001653,-0.073838,-0.000778,-0.002278,-0.020830,0.000000,0.009288,-0.008883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.562340,1.072088,0.918203,0.081797,0.005360,-0.000279,10.109285,0.000010,0.572975,192087.000000,1.850856,0.196212,6.308772,884.349976,6.308772,884.349976
997,0.000000,0.000000,0.460805,-0.016294,-0.005356,-0.001539,-0.074837,-0.000463,-0.002312,-0.020817,0.000000,0.010967,-0.009044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.573208,1.083374,0.918142,0.081858,0.004614,-0.000142,10.122313,0.000010,0.573482,192866.000000,1.852856,0.185942,6.702132,913.570007,6.702132,913.570007
998,0.000000,0.000000,0.482010,-0.007440,-0.004746,-0.001479,-0.077976,-0.000311,-0.002391,-0.021305,0.000000,0.011279,-0.009346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.601574,1.127898,0.920166,0.079834,0.004211,-0.000497,10.134257,0.000010,0.574052,196868.000000,1.813103,0.184250,7.327191,961.260010,7.327191,961.260010
999,0.000000,0.000000,0.456588,-0.018015,-0.005745,-0.001534,-0.074110,-0.000855,-0.002281,-0.020964,0.000000,0.010764,-0.008912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.568218,1.077203,0.921733,0.078267,0.004664,-0.000323,10.149135,0.000010,0.574839,191308.000000,1.868214,0.187194,6.827291,922.969971,6.827291,922.969971
1000,0.000000,0.000000,0.461736,-0.015784,-0.005213,-0.001498,-0.074812,-0.000519,-0.002293,-0.020623,0.000000,0.010604,-0.008997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.569658,1.079576,0.922373,0.077627,0.002811,-0.000456,10.168509,0.000023,0.575849,189876.000000,1.884315,0.186590,6.814548,922.739990,6.814548,922.739990
1001,0.000000,0.000000,0.462748,-0.015728,-0.005441,-0.001647,-0.075149,-0.000664,-0.002317,-0.021050,0.000000,0.009303,-0.009188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.586339,1.093424,0.922496,0.077504,0.002372,-0.001348,10.192717,0.000010,0.576928,193917.000000,1.842150,0.185601,6.701013,915.099976,6.701013,915.099976
1002,0.000000,0.000000,0.473084,-0.011607,-0.006261,-0.002112,-0.076683,-0.003573,-0.002340,-0.024260,0.000000,0.010242,-0.009129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.579474,1.104984,0.922719,0.077281,0.002422,-0.000189,10.218494,0.000171,0.578974,193772.000000,1.843385,0.185885,7.101060,953.380005,7.101060,953.380005
1003,0.000000,0.000000,0.468076,-0.013287,-0.005191,-0.001571,-0.075758,-0.000642,-0.002301,-0.021001,0.000000,0.007940,-0.009031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.578117,1.088557,0.921946,0.078054,0.002856,-0.001865,10.266987,0.000010,0.580164,192594.000000,1.859329,0.182348,6.775864,923.109985,6.775864,923.109985
1004,0.000000,0.000000,0.468042,-0.013472,-0.005127,-0.001611,-0.075714,-0.000365,-0.002306,-0.020692,0.000000,0.009075,-0.009410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.567348,1.077509,0.921773,0.078227,0.002797,-0.000970,10.277824,0.000010,0.580578,193702.000000,1.835632,0.194371,6.650290,914.510010,6.650290,914.510010
1005,0.000000,0.000000,0.443271,-0.023750,-0.006349,-0.001843,-0.072075,-0.001424,-0.002256,-0.021103,0.000000,0.012203,-0.008899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.565092,1.058743,0.921682,0.078318,0.001531,-0.001077,10.289047,0.000010,0.581204,198779.000000,1.775404,0.202744,6.448974,894.849976,6.448974,894.849976
1006,0.000000,0.000000,0.427602,-0.030833,-0.007426,-0.002369,-0.069780,-0.001589,-0.002192,-0.021179,0.000000,0.008585,-0.008747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.566326,1.045893,0.920939,0.079061,0.001949,-0.000554,10.310963,0.000015,0.582869,194422.000000,1.831889,0.190594,5.895948,859.070007,5.895948,859.070007
1007,0.000000,0.000000,0.422833,-0.031806,-0.007248,-0.002081,-0.070175,-0.001239,-0.002225,-0.020813,0.000000,0.008751,-0.008080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.543830,1.016262,0.920278,0.079722,0.000823,-0.001903,10.347989,0.000051,0.584728,195562.000000,1.824933,0.185759,5.933261,857.969971,5.933261,857.969971
1008,0.000000,0.000000,0.432779,-0.028056,-0.006272,-0.001900,-0.069729,-0.000547,-0.002167,-0.020236,0.000000,0.008317,-0.008567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.548093,1.023421,0.920797,0.079203,0.001019,-0.002312,10.400341,0.000010,0.587082,194200.000000,1.835839,0.188956,6.201005,874.890015,6.201005,874.890015
1009,0.000000,0.000000,0.365324,-0.055556,-0.009283,-0.001417,-0.058854,-0.001012,-0.001837,-0.017980,0.000000,0.005667,-0.007826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.455537,0.895211,0.920125,0.079875,0.001422,-0.001539,10.429830,0.000010,0.588105,200016.000000,1.776549,0.189365,6.186745,875.030029,6.186745,875.030029
1010,0.000000,0.000000,0.415308,-0.035417,-0.008706,-0.002126,-0.067680,-0.002072,-0.002127,-0.021471,0.000000,0.008585,-0.008568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.530918,1.034975,0.919881,0.080119,0.000248,-0.001851,10.437532,0.000384,0.587339,199496.000000,1.780347,0.190693,6.058278,865.419983,6.058278,865.419983
1011,0.000000,0.000000,0.479902,-0.008333,-0.004408,-0.001613,-0.076842,-0.000366,-0.002344,-0.020775,0.000000,0.007366,-0.008553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.627371,1.110423,0.920074,0.079926,0.000163,0.001452,10.396205,0.000171,0.585000,204372.000000,1.723202,0.200815,6.056497,865.380005,6.056497,865.380005
1012,0.000000,0.000000,0.500007,0.000000,-0.004169,-0.001553,-0.080063,-0.000188,-0.002391,-0.021149,0.000000,0.002977,-0.009329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.610626,1.126158,0.920247,0.079753,0.000060,0.001507,10.313974,0.000577,0.579551,207887.000000,1.691140,0.200342,6.298258,884.729980,6.298258,884.729980
1013,0.000000,0.000000,0.439172,-0.033333,-0.012119,-0.003107,-0.071753,-0.002576,-0.002661,-0.024357,0.000000,0.011722,-0.013752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.678801,1.230985,0.920461,0.079539,0.000270,0.001089,10.235404,0.000577,0.576892,209761.000000,1.677614,0.196973,6.564815,905.789978,6.564815,905.789978
1014,0.000000,0.000000,0.479881,-0.008333,-0.004801,-0.001549,-0.077023,-0.000258,-0.002340,-0.020964,0.000000,0.008812,-0.009171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.591567,1.097114,0.920685,0.079315,0.000070,-0.001634,10.194381,0.000010,0.576247,209801.000000,1.678942,0.195291,6.558512,905.950012,6.558512,905.950012
1015,0.000000,0.000000,0.479861,-0.008333,-0.005007,-0.001615,-0.076653,-0.000420,-0.002308,-0.021129,0.000000,0.019583,-0.008813,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.576053,1.098635,0.920573,0.079427,0.000168,-0.001700,10.172338,0.000171,0.573194,207820.000000,1.698811,0.193287,6.571616,906.020020,6.571616,906.020020
1016,0.000000,0.000000,0.480027,-0.008333,-0.005049,-0.001781,-0.076777,-0.000582,-0.002312,-0.021267,0.000000,0.016035,-0.009634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.545094,1.130330,0.920817,0.079183,0.000034,0.002335,10.042007,0.000577,0.566765,209874.000000,1.681625,0.191948,6.570899,906.030029,6.570899,906.030029
1017,0.000000,0.000000,0.360151,-0.058333,-0.006912,-0.002226,-0.057965,-0.000416,-0.001879,-0.017936,0.000000,0.017142,-0.009564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.440173,0.867136,0.920654,0.079346,0.000285,0.001555,9.984075,0.000171,0.566558,210039.000000,1.682384,0.189717,6.707934,915.719971,6.707934,915.719971
1018,0.000000,0.000000,0.255753,-0.100000,-0.010862,-0.004000,-0.049656,-0.010196,-0.001821,-0.024642,0.000000,0.004316,-0.004632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.343146,0.702862,0.920481,0.079519,0.000749,-0.001958,9.969547,0.000051,0.565222,205642.000000,1.722770,0.189363,6.572448,905.960022,6.572448,905.960022
1019,0.000000,0.000000,0.462089,-0.033333,-0.005072,-0.001614,-0.074662,-0.000367,-0.002295,-0.020682,0.000000,0.018685,-0.011012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.531633,1.057923,0.920186,0.079814,0.000230,-0.000500,9.907458,0.000577,0.560300,210340.000000,1.695308,0.174119,6.637540,912.719971,6.637540,912.719971
1020,0.000000,0.000000,0.440193,-0.025000,-0.006917,-0.002390,-0.070476,-0.000829,-0.002139,-0.020609,0.000000,0.017009,-0.008465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.549739,1.051745,0.919830,0.080170,0.000057,0.004390,9.788829,0.000577,0.556140,204959.000000,1.725204,0.193300,6.803669,922.260010,6.803669,922.260010
1021,0.000000,0.000000,0.500007,0.000000,-0.004147,-0.001621,-0.079352,-0.000157,-0.002341,-0.021005,0.000000,0.002482,-0.008627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.556285,1.159245,0.919678,0.080322,0.000134,0.002127,9.740843,0.000256,0.554642,211072.000000,1.663604,0.199341,6.799016,922.260010,6.799016,922.260010
1022,0.000000,0.000000,0.500007,0.000000,-0.004123,-0.001533,-0.079526,-0.000161,-0.002351,-0.021022,0.000000,0.000572,-0.008858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.598224,1.112890,0.919678,0.080322,0.000478,-0.000044,9.679588,0.000256,0.552315,211622.000000,1.671556,0.186549,6.905256,931.900024,6.905256,931.900024
1023,0.000000,0.000000,0.480631,-0.008333,-0.004615,-0.001654,-0.077121,-0.000378,-0.002354,-0.021015,0.000000,0.017222,-0.009668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.552006,1.118517,0.919678,0.080322,0.000047,-0.002639,9.661664,0.000010,0.551823,209690.000000,1.688722,0.186500,6.799923,922.609985,6.799923,922.609985
1024,0.000000,0.000000,0.500007,0.000000,-0.004297,-0.001583,-0.079533,-0.000256,-0.002348,-0.021782,0.000000,0.019044,-0.009374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.573909,1.149279,0.919861,0.080139,0.000628,-0.001138,9.652223,0.000010,0.551509,205031.000000,1.728485,0.189344,7.217769,949.210022,7.217769,949.210022
1025,0.000000,0.000000,0.479861,-0.008333,-0.004840,-0.001551,-0.077146,-0.000439,-0.002320,-0.021246,0.000000,0.013391,-0.008955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.582689,1.103064,0.919841,0.080160,0.000673,-0.001110,9.651640,0.000010,0.551671,201508.000000,1.764049,0.187314,7.480274,971.489990,7.480274,971.489990
1026,0.000000,0.000000,0.485829,-0.005833,-0.004492,-0.001662,-0.077804,-0.000338,-0.002355,-0.021292,0.000000,0.012680,-0.009335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.579545,1.111053,0.919678,0.080322,0.001451,-0.001382,9.678103,0.000076,0.554514,202793.000000,1.748923,0.190075,7.328769,961.330017,7.328769,961.330017
1027,0.000000,0.000000,0.450664,-0.020417,-0.005530,-0.001651,-0.072563,-0.000667,-0.002225,-0.020619,0.000000,0.010088,-0.008420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.542139,1.047060,0.919444,0.080556,0.000959,-0.000360,9.732139,0.000010,0.555330,194907.000000,1.818339,0.199109,6.979863,932.469971,6.979863,932.469971
1028,0.000000,0.000000,0.478732,-0.008727,-0.004520,-0.001565,-0.076319,-0.000360,-0.002291,-0.020900,0.000000,0.011156,-0.008929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.571294,1.095269,0.918640,0.081360,0.001265,-0.002396,9.760193,0.000034,0.557648,197564.000000,1.798351,0.191965,6.971202,931.820007,6.971202,931.820007
1029,0.000000,0.000000,0.494254,-0.002381,-0.004429,-0.001571,-0.078461,-0.000249,-0.002347,-0.021447,0.000000,0.011459,-0.009160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.576146,1.123740,0.918905,0.081095,0.001157,-0.002253,9.825747,0.000034,0.560638,197031.000000,1.812970,0.182729,7.600312,980.690002,7.600312,980.690002
