step,Episode_Reward/track_lin_vel_xy,Episode_Reward/track_ang_vel_z,Episode_Reward/alive,Episode_Reward/termination_penalty,Episode_Reward/flat_orientation_l2,Episode_Reward/base_height,Episode_Reward/action_rate_l1,Episode_Reward/dof_pos_limits,Episode_Reward/energy,Episode_Reward/joint_deviation_legs,Episode_Reward/joint_deviation_hip_knee,Episode_Reward/feet_air_time,Episode_Reward/feet_slide,Episode_Reward/base_linear_velocity,Episode_Reward/base_angular_velocity,Episode_Reward/joint_vel,Episode_Reward/joint_acc,Episode_Reward/feet_contact_number,Episode_Reward/feet_clearance,Episode_Reward/stand_still,Episode_Reward/undesired_contacts,Curriculum/lin_vel_cmd_levels,Curriculum/ang_vel_cmd_levels,Metrics/base_velocity/error_vel_xy,Metrics/base_velocity/error_vel_yaw,Episode_Termination/time_out,Episode_Termination/illegal_contact,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time,Train/mean_reward,Train/mean_episode_length,Train/mean_reward/time,Train/mean_episode_length/time
3229,0.000000,0.000000,0.461048,-0.016667,-0.006093,-0.001925,-0.076430,-0.000824,-0.002500,-0.021688,0.000000,0.014254,-0.009000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.685946,1.116260,0.949361,0.050639,0.000318,-0.001309,10.258918,0.000010,0.579579,215327.000000,1.643220,0.182909,6.877215,922.989990,6.877215,922.989990
3230,0.000000,0.000000,0.500007,0.000000,-0.003696,-0.001602,-0.079816,-0.000224,-0.002574,-0.020539,0.000000,0.004009,-0.008712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.678505,1.161522,0.949219,0.050781,0.000468,-0.001679,10.237180,0.000577,0.577020,218646.000000,1.615535,0.182879,6.861880,922.989990,6.861880,922.989990
3231,0.000000,0.000000,0.439277,-0.025000,-0.005820,-0.001644,-0.073723,-0.000486,-0.002365,-0.019190,0.000000,0.005159,-0.007399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.648112,1.047713,0.948995,0.051005,0.000576,-0.001701,10.187594,0.000010,0.576147,212305.000000,1.672958,0.179164,6.708076,913.289978,6.708076,913.289978
3232,0.000000,0.000000,0.459839,-0.016667,-0.005339,-0.002021,-0.073097,-0.000342,-0.002353,-0.020395,0.000000,0.005039,-0.008190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.706819,1.082812,0.948873,0.051127,0.000249,-0.002669,10.176572,0.000171,0.575526,212934.000000,1.670629,0.176026,6.569811,903.659973,6.569811,903.659973
3233,0.000000,0.000000,0.479944,-0.008333,-0.004246,-0.001588,-0.077398,-0.000515,-0.002465,-0.021103,0.000000,0.004820,-0.008134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.669462,1.100330,0.948720,0.051280,0.000374,-0.001133,10.167977,0.000010,0.575374,214038.000000,1.652341,0.184789,6.550861,903.760010,6.550861,903.760010
3234,0.000000,0.000000,0.489949,-0.004167,-0.004339,-0.001606,-0.078262,-0.000219,-0.002517,-0.020892,0.000000,0.009922,-0.008788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.722655,1.157446,0.949046,0.050954,0.000211,0.000237,10.160675,0.000010,0.574785,211529.000000,1.678476,0.180441,6.403631,893.989990,6.403631,893.989990
3235,0.000000,0.000000,0.500007,0.000000,-0.003847,-0.001562,-0.079461,-0.000139,-0.002526,-0.020470,0.000000,0.008495,-0.008388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.716410,1.156174,0.949463,0.050537,0.000112,-0.001665,10.113761,0.000114,0.570044,209562.000000,1.692834,0.183536,6.934032,932.710022,6.934032,932.710022
3236,0.000000,0.000000,0.489975,-0.004167,-0.003958,-0.001682,-0.077920,-0.000212,-0.002495,-0.020548,0.000000,0.017192,-0.008708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.696132,1.151012,0.949392,0.050608,0.000374,0.001439,9.963055,0.000577,0.562707,206749.000000,1.711099,0.190797,7.364730,961.469971,7.364730,961.469971
3237,0.000000,0.000000,0.493257,-0.002778,-0.003942,-0.001545,-0.078470,-0.000221,-0.002518,-0.020837,0.000000,0.012019,-0.008673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.738892,1.164340,0.949422,0.050578,0.000082,0.003677,9.875133,0.000384,0.560614,206619.000000,1.725945,0.177147,7.630314,980.669983,7.630314,980.669983
3238,0.000000,0.000000,0.495048,-0.002083,-0.004125,-0.001589,-0.078871,-0.000206,-0.002535,-0.020786,0.000000,0.010525,-0.008550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.739099,1.163680,0.949117,0.050883,0.000413,0.000990,9.839371,0.000256,0.560194,205044.000000,1.739371,0.178335,7.585314,980.780029,7.585314,980.780029
3239,0.000000,0.000000,0.497135,-0.001190,-0.003829,-0.001537,-0.079108,-0.000198,-0.002539,-0.020700,0.000000,0.014463,-0.008638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.763387,1.167271,0.949127,0.050873,0.000596,-0.001134,9.847033,0.000010,0.560507,205256.000000,1.739045,0.176684,7.767313,990.359985,7.767313,990.359985
3240,0.000000,0.000000,0.492129,-0.003274,-0.004058,-0.001627,-0.078524,-0.000252,-0.002516,-0.020731,0.000000,0.008778,-0.008678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.719279,1.156769,0.949554,0.050446,0.000939,-0.001521,9.867311,0.000256,0.563118,203541.000000,1.743399,0.188471,7.580010,980.719971,7.580010,980.719971
3241,0.000000,0.000000,0.490279,-0.003998,-0.003962,-0.001526,-0.078165,-0.000198,-0.002507,-0.020598,0.000000,0.010573,-0.008553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.714243,1.150049,0.949687,0.050313,0.001438,-0.001845,9.922337,0.000010,0.564126,204602.000000,1.736283,0.185571,7.631650,980.559998,7.631650,980.559998
3242,0.000000,0.000000,0.486976,-0.005437,-0.004296,-0.001612,-0.077623,-0.000245,-0.002495,-0.020633,0.000000,0.009989,-0.008633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.717394,1.146412,0.949595,0.050405,0.001438,-0.001767,9.950058,0.000114,0.566796,203380.000000,1.747647,0.185750,7.495609,971.289978,7.495609,971.289978
3243,0.000000,0.000000,0.485709,-0.005926,-0.004289,-0.001591,-0.077814,-0.000296,-0.002510,-0.020922,0.000000,0.008392,-0.008724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.721240,1.153431,0.949229,0.050771,0.002228,-0.000860,9.999237,0.000010,0.567596,201362.000000,1.770095,0.182682,7.204689,951.760010,7.204689,951.760010
3244,0.000000,0.000000,0.476257,-0.009848,-0.004646,-0.001593,-0.076223,-0.000334,-0.002461,-0.020535,0.000000,0.009540,-0.008545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.706105,1.127609,0.948781,0.051219,0.003790,-0.001436,10.025361,0.000010,0.569539,201781.000000,1.753704,0.195020,6.872672,922.859985,6.872672,922.859985
3245,0.000000,0.000000,0.469606,-0.012592,-0.004725,-0.001570,-0.075227,-0.000359,-0.002430,-0.020333,0.000000,0.010494,-0.008437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.692334,1.111472,0.947072,0.052928,0.002351,-0.001369,10.059069,0.000010,0.570695,201799.000000,1.763669,0.184879,7.378715,961.320007,7.378715,961.320007
3246,0.000000,0.000000,0.477359,-0.009418,-0.004761,-0.001656,-0.076176,-0.000327,-0.002457,-0.020712,0.000000,0.012096,-0.008324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.705515,1.132310,0.945994,0.054006,0.005011,-0.002431,10.084755,0.000010,0.571909,202094.000000,1.766870,0.178837,7.385472,961.549988,7.385472,961.549988
3247,0.000000,0.000000,0.473801,-0.010838,-0.004563,-0.001553,-0.075766,-0.000276,-0.002441,-0.020304,0.000000,0.009883,-0.008319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.702646,1.117095,0.944417,0.055583,0.003167,-0.000677,10.103563,0.000010,0.572410,199029.000000,1.799859,0.175811,7.148652,942.210022,7.148652,942.210022
3248,0.000000,0.000000,0.474030,-0.010774,-0.004833,-0.001599,-0.075659,-0.000309,-0.002440,-0.020506,0.000000,0.008479,-0.008458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.689230,1.127879,0.943970,0.056030,0.004192,-0.001410,10.114560,0.000010,0.572903,198121.000000,1.806060,0.178658,7.011028,932.549988,7.011028,932.549988
3249,0.000000,0.000000,0.457375,-0.017728,-0.005297,-0.001739,-0.073701,-0.000461,-0.002390,-0.020388,0.000000,0.012220,-0.008225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.674469,1.093709,0.943715,0.056285,0.003015,0.000032,10.125637,0.000010,0.573412,200019.000000,1.780819,0.185074,6.236390,874.510010,6.236390,874.510010
3250,0.000000,0.000000,0.481686,-0.007672,-0.004438,-0.001614,-0.076897,-0.000290,-0.002464,-0.020751,0.000000,0.011686,-0.008407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.691106,1.143008,0.941884,0.058116,0.003680,-0.000833,10.136304,0.000010,0.573887,201656.000000,1.765023,0.184910,7.263433,952.679993,7.263433,952.679993
3251,0.000000,0.000000,0.480578,-0.008059,-0.004654,-0.001634,-0.076702,-0.000265,-0.002461,-0.020700,0.000000,0.010602,-0.008448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.700785,1.136553,0.942424,0.057576,0.003876,-0.000899,10.149039,0.000010,0.574562,201967.000000,1.779033,0.167897,7.604707,980.950012,7.604707,980.950012
3252,0.000000,0.000000,0.447623,-0.021793,-0.005683,-0.001792,-0.072358,-0.000591,-0.002348,-0.020320,0.000000,0.008035,-0.008005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.650408,1.076332,0.942190,0.057810,0.003333,-0.001452,10.170422,0.000015,0.576008,201117.000000,1.759438,0.195716,6.448310,893.919983,6.448310,893.919983
3253,0.000000,0.000000,0.464666,-0.014685,-0.005015,-0.001675,-0.074754,-0.000443,-0.002412,-0.020529,0.000000,0.011235,-0.008125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.683662,1.105826,0.940013,0.059987,0.002163,-0.000969,10.198736,0.000010,0.576931,203808.000000,1.741941,0.187399,7.536324,971.479980,7.536324,971.479980
3254,0.000000,0.000000,0.450338,-0.020645,-0.005807,-0.001772,-0.072210,-0.000433,-0.002341,-0.020221,0.000000,0.008548,-0.008140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.657420,1.083363,0.939850,0.060150,0.001941,-0.001630,10.228934,0.000010,0.579060,200223.000000,1.779872,0.184011,6.455844,894.099976,6.455844,894.099976
3255,0.000000,0.000000,0.474057,-0.010840,-0.005045,-0.001683,-0.076099,-0.000369,-0.002439,-0.020587,0.000000,0.007351,-0.008461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.683845,1.130664,0.938690,0.061310,0.002023,-0.000852,10.258171,0.000010,0.579538,202627.000000,1.759150,0.181433,7.311280,961.599976,7.311280,961.599976
3256,0.000000,0.000000,0.479074,-0.008677,-0.004666,-0.001612,-0.076481,-0.000306,-0.002433,-0.020638,0.000000,0.009775,-0.008303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.692913,1.133716,0.940135,0.059865,0.002246,-0.001436,10.269920,0.000010,0.580127,202891.000000,1.756857,0.181205,7.096280,942.239990,7.096280,942.239990
3257,0.000000,0.000000,0.464959,-0.014570,-0.005400,-0.001683,-0.074780,-0.000414,-0.002408,-0.020778,0.000000,0.008425,-0.008226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.679511,1.112669,0.939657,0.060343,0.003809,-0.001550,10.280343,0.000010,0.580515,199627.000000,1.788469,0.181277,6.953942,932.849976,6.953942,932.849976
3258,0.000000,0.000000,0.438289,-0.025724,-0.006382,-0.001829,-0.070272,-0.000504,-0.002268,-0.019959,0.000000,0.012460,-0.007901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.626805,1.062521,0.937998,0.062002,0.002336,-0.001592,10.294754,0.000010,0.581441,198503.000000,1.797346,0.183557,6.639509,903.429993,6.639509,903.429993
3259,0.000000,0.000000,0.462939,-0.015288,-0.005165,-0.001617,-0.074340,-0.000428,-0.002412,-0.020577,0.000000,0.011862,-0.008352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.670782,1.108514,0.937744,0.062256,0.002655,-0.002125,10.316087,0.000010,0.582543,198518.000000,1.789279,0.191478,6.891500,922.500000,6.891500,922.500000
3260,0.000000,0.000000,0.433360,-0.027589,-0.006084,-0.001715,-0.070827,-0.000553,-0.002290,-0.019614,0.000000,0.012322,-0.007967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.620915,1.057500,0.937988,0.062012,0.002214,-0.002693,10.344137,0.000051,0.584540,195285.000000,1.845433,0.168114,6.533287,893.960022,6.533287,893.960022
3261,0.000000,0.000000,0.460589,-0.016667,-0.005965,-0.001897,-0.074930,-0.000957,-0.002465,-0.021814,0.000000,0.007846,-0.009121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.644196,1.114723,0.937012,0.062988,0.000957,-0.001345,10.385435,0.000010,0.585767,202065.000000,1.763364,0.182621,6.592868,904.369995,6.592868,904.369995
3262,0.000000,0.000000,0.476704,-0.009722,-0.004838,-0.001589,-0.076013,-0.000263,-0.002426,-0.020655,0.000000,0.011133,-0.008341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.684977,1.125740,0.937174,0.062826,0.000657,-0.000743,10.408429,0.000256,0.587522,200686.000000,1.775605,0.183749,7.189458,952.780029,7.189458,952.780029
3263,0.000000,0.000000,0.449735,-0.020833,-0.005844,-0.001870,-0.071693,-0.000456,-0.002306,-0.020144,0.000000,0.008548,-0.007887,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.609344,1.099789,0.937897,0.062103,0.000406,-0.000832,10.448142,0.000010,0.588461,201937.000000,1.761695,0.185525,7.124220,942.450012,7.124220,942.450012
3264,0.000000,0.000000,0.474789,-0.010417,-0.004625,-0.001672,-0.076189,-0.000288,-0.002436,-0.020934,0.000000,0.011921,-0.008126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.655664,1.150863,0.937663,0.062337,0.000340,-0.001013,10.455915,0.000010,0.588798,203432.000000,1.749973,0.182935,7.038224,932.380005,7.038224,932.380005
3265,0.000000,0.000000,0.486479,-0.005556,-0.004200,-0.001572,-0.077621,-0.000180,-0.002441,-0.020657,0.000000,0.010577,-0.008510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.661568,1.153341,0.937744,0.062256,0.000379,-0.001547,10.463772,0.000023,0.589265,200655.000000,1.776218,0.183438,6.899305,922.650024,6.899305,922.650024
3266,0.000000,0.000000,0.479673,-0.008333,-0.004597,-0.001481,-0.076772,-0.000228,-0.002405,-0.020585,0.000000,0.012077,-0.008397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.617864,1.146103,0.937958,0.062042,0.000377,-0.001427,10.470633,0.000010,0.589409,204577.000000,1.740621,0.181463,7.005849,932.190002,7.005849,932.190002
3267,0.000000,0.000000,0.379922,-0.050000,-0.008040,-0.001873,-0.063687,-0.000818,-0.002129,-0.019713,0.000000,0.003102,-0.007405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.541861,0.951323,0.937500,0.062500,0.000133,-0.001779,10.471002,0.000015,0.589308,207076.000000,1.706345,0.192544,6.869578,922.669983,6.869578,922.669983
3268,0.000000,0.000000,0.500007,0.000000,-0.004179,-0.001572,-0.079673,-0.000178,-0.002511,-0.021121,0.000000,0.012011,-0.007981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.723401,1.198473,0.937510,0.062490,0.000151,-0.001398,10.467402,0.000010,0.589095,206438.000000,1.713042,0.191716,7.094009,941.979980,7.094009,941.979980
3269,0.000000,0.000000,0.500007,0.000000,-0.003964,-0.001510,-0.079766,-0.000142,-0.002516,-0.021237,0.000000,0.012417,-0.008854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.674429,1.185981,0.938110,0.061890,0.000525,-0.001612,10.454464,0.000577,0.587220,212122.000000,1.677224,0.176493,7.222281,951.669983,7.222281,951.669983
3270,0.000000,0.000000,0.460214,-0.016667,-0.005541,-0.001823,-0.074232,-0.000349,-0.002355,-0.020801,0.000000,0.007278,-0.008294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.612428,1.090779,0.938568,0.061432,0.000756,-0.001537,10.406693,0.000010,0.585918,211305.000000,1.680002,0.180888,7.074038,942.320007,7.074038,942.320007
3271,0.000000,0.000000,0.426992,-0.030556,-0.007399,-0.002022,-0.068774,-0.000491,-0.002247,-0.020860,0.000000,0.001846,-0.008108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.597387,1.050329,0.938334,0.061666,0.000651,-0.001487,10.374688,0.000577,0.582161,216664.000000,1.621780,0.193080,6.948062,932.750000,6.948062,932.750000
3272,0.000000,0.000000,0.500007,0.000000,-0.004132,-0.001504,-0.080130,-0.000146,-0.002496,-0.021052,0.000000,0.022662,-0.008893,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.670341,1.173589,0.938324,0.061676,0.000597,-0.001658,10.299664,0.000010,0.580860,215757.000000,1.642151,0.180339,7.112734,942.500000,7.112734,942.500000
3273,0.000000,0.000000,0.383963,-0.050000,-0.012161,-0.003046,-0.064802,-0.001361,-0.002228,-0.021847,0.000000,0.009043,-0.009079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.560726,0.964307,0.938578,0.061422,0.000075,-0.002605,10.276463,0.000010,0.579295,211999.000000,1.675441,0.179353,6.853848,923.979980,6.853848,923.979980
3274,0.000000,0.000000,0.500007,0.000000,-0.004386,-0.001522,-0.080004,-0.000219,-0.002497,-0.021098,0.000000,0.016338,-0.008377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.676994,1.183607,0.938466,0.061534,0.000050,-0.002683,10.212070,0.000076,0.574010,211767.000000,1.673607,0.183219,7.115332,943.219971,7.115332,943.219971
3275,0.000000,0.000000,0.500007,0.000000,-0.004075,-0.001555,-0.079743,-0.000248,-0.002483,-0.020683,0.000000,0.010888,-0.008440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.664994,1.189724,0.938721,0.061279,0.000260,-0.001416,10.062438,0.000577,0.566705,213464.000000,1.657830,0.184240,7.241352,952.830017,7.241352,952.830017
3276,0.000000,0.000000,0.459548,-0.016667,-0.005531,-0.001441,-0.073309,-0.000364,-0.002341,-0.020799,0.000000,0.009958,-0.008174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.644392,1.114748,0.938812,0.061188,0.000081,0.004235,9.925388,0.000865,0.562148,209407.000000,1.688015,0.189741,7.127308,943.130005,7.127308,943.130005
3277,0.000000,0.000000,0.500007,0.000000,-0.003942,-0.001503,-0.079778,-0.000190,-0.002486,-0.020791,0.000000,0.005429,-0.008740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.708161,1.172301,0.938975,0.061025,0.000047,0.001676,9.875551,0.000010,0.561173,210377.000000,1.683771,0.185327,7.389016,962.210022,7.389016,962.210022
3278,0.000000,0.000000,0.500007,0.000000,-0.004031,-0.001481,-0.079614,-0.000211,-0.002507,-0.021136,0.000000,0.007983,-0.008910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.707332,1.175830,0.939209,0.060791,0.000315,-0.000891,9.863420,0.000010,0.560772,207032.000000,1.722646,0.176651,7.713749,990.299988,7.713749,990.299988
3279,0.000000,0.000000,0.500007,0.000000,-0.004174,-0.001538,-0.079829,-0.000217,-0.002547,-0.021354,0.000000,0.012357,-0.008917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.708948,1.194296,0.939331,0.060669,0.000333,-0.001220,9.852205,0.000010,0.560146,204955.000000,1.736861,0.181684,7.855968,1000.000000,7.855968,1000.000000
3280,0.000000,0.000000,0.487609,-0.005139,-0.004669,-0.001626,-0.077999,-0.000361,-0.002467,-0.021044,0.000000,0.013004,-0.008714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.694958,1.165949,0.939189,0.060811,0.000680,-0.000734,9.850924,0.000076,0.560988,204003.000000,1.742838,0.184659,7.521928,971.059998,7.521928,971.059998
3281,0.000000,0.000000,0.482570,-0.007222,-0.004510,-0.001506,-0.077494,-0.000372,-0.002456,-0.020952,0.000000,0.014266,-0.008724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.680340,1.145876,0.938955,0.061045,0.001419,-0.001434,9.872490,0.000010,0.561479,200648.000000,1.774146,0.185582,7.530187,971.090027,7.530187,971.090027
3282,0.000000,0.000000,0.465777,-0.014127,-0.005127,-0.001492,-0.074826,-0.000322,-0.002377,-0.020588,0.000000,0.010247,-0.008618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.635454,1.117774,0.938212,0.061788,0.001488,-0.000246,9.878716,0.000010,0.561749,201197.000000,1.771719,0.182661,7.100149,942.140015,7.100149,942.140015
3283,0.000000,0.000000,0.476830,-0.009537,-0.004672,-0.001522,-0.076570,-0.000352,-0.002422,-0.020626,0.000000,0.011035,-0.008465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.652795,1.127848,0.937510,0.062490,0.002442,-0.000930,9.884961,0.000010,0.562042,198722.000000,1.783040,0.195682,7.263637,951.500000,7.263637,951.500000
3284,0.000000,0.000000,0.481246,-0.007801,-0.004821,-0.001666,-0.076912,-0.000367,-0.002445,-0.020717,0.000000,0.011019,-0.008650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.670172,1.140484,0.937541,0.062459,0.001627,-0.001831,9.897152,0.000010,0.562796,196756.000000,1.812665,0.185826,7.230196,951.940002,7.230196,951.940002
3285,0.000000,0.000000,0.479746,-0.008384,-0.004666,-0.001523,-0.076686,-0.000265,-0.002413,-0.020763,0.000000,0.011077,-0.008490,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.661481,1.137077,0.936829,0.063171,0.005285,-0.002212,9.910129,0.000010,0.563282,199531.000000,1.776952,0.193746,7.073699,942.059998,7.073699,942.059998
3286,0.000000,0.000000,0.480214,-0.008239,-0.004861,-0.001574,-0.077899,-0.000465,-0.002458,-0.021089,0.000000,0.011507,-0.008515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.645564,1.139573,0.937073,0.062927,0.002023,-0.000097,9.923926,0.000010,0.563999,198386.000000,1.796712,0.185359,7.351061,961.760010,7.351061,961.760010
3287,0.000000,0.000000,0.481549,-0.007659,-0.004697,-0.001559,-0.077211,-0.000361,-0.002450,-0.020803,0.000000,0.009562,-0.008704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.664325,1.142169,0.939056,0.060944,0.001756,-0.000984,9.936480,0.000010,0.564477,198184.000000,1.798660,0.185432,7.353141,961.299988,7.353141,961.299988
3288,0.000000,0.000000,0.478985,-0.008862,-0.005039,-0.001636,-0.077532,-0.000530,-0.002443,-0.021097,0.000000,0.008688,-0.008629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.648064,1.141550,0.939606,0.060394,0.002471,-0.000170,9.946096,0.000010,0.564872,196139.000000,1.820866,0.183909,7.035659,943.570007,7.035659,943.570007
3289,0.000000,0.000000,0.485352,-0.006061,-0.004673,-0.001571,-0.077633,-0.000385,-0.002446,-0.020847,0.000000,0.010531,-0.008485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.654109,1.151682,0.940430,0.059570,0.003254,-0.001649,9.956538,0.000010,0.565415,196504.000000,1.813126,0.187928,7.508620,971.000000,7.508620,971.000000
3290,0.000000,0.000000,0.478568,-0.008946,-0.005015,-0.001629,-0.076942,-0.000452,-0.002434,-0.020922,0.000000,0.009309,-0.008516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.641482,1.138295,0.941854,0.058146,0.004645,-0.000500,9.967079,0.000010,0.565851,197235.000000,1.803155,0.190481,7.218212,951.809998,7.218212,951.809998
3291,0.000000,0.000000,0.469724,-0.012616,-0.005305,-0.001641,-0.076005,-0.000592,-0.002398,-0.020772,0.000000,0.008750,-0.008391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.624726,1.120063,0.943085,0.056915,0.003478,-0.000024,9.977989,0.000010,0.566378,189406.000000,1.895202,0.180838,6.681423,913.349976,6.681423,913.349976
3292,0.000000,0.000000,0.472995,-0.011204,-0.004916,-0.001652,-0.075474,-0.000317,-0.002379,-0.020378,0.000000,0.010090,-0.008214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.632068,1.116796,0.942240,0.057760,0.004449,-0.000469,9.987741,0.000010,0.566754,192185.000000,1.862033,0.183988,6.868786,922.820007,6.868786,922.820007
